Name,Device Type,Device MAC,Associated To Mac,Associated To Hostname,IPv4 Address,IPv6 Address,User Name,Wlan,Channel,RF-Domain,Vlan,OS,Authentication,Encryption,BSSID
AI287804,Intel Corp,A4-C4-94-C6-73-25,84-24-8D-1B-26-8C,AP1365-1B268C,10.53.24.197,fe80::57c:5798:10:dce8,host/AI287804.ds.mot.com,LAB-Wireless,52,AMERFL08,986,Unknown,eap,ccmp,84-24-8D-3F-3B-B0
(null),Intel Corp,A4-C4-94-C6-73-43,84-24-8D-1B-20-30,AP1213-1B2030,0.0.0.0,N/A,host/NHT678-01.ds.mot.com,LAB-Wireless,116,AMERNC27,986,Unknown,eap,ccmp,84-24-8D-3E-FD-10
QRWJ63-01R,Intel Corp,A4-C4-94-C6-78-E3,84-24-8D-1B-7A-CC,AP4075-1B7ACC,10.228.10.139,N/A,host/QRWJ63-01R.ds.mot.com,LAB-Wireless,44,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-40-13-D0
HCP783-02,Intel Corp,A4-C4-94-C6-88-A6,84-24-8D-1B-7E-F4,AP4092-1B7EF4,10.228.12.227,fe80::d534:a684:d600:7048,host/HCP783-02.ds.mot.com,LAB-Wireless,36,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-4F-E0
XJW374-01R,Intel Corp,A4-C4-94-C6-8A-22,84-24-8D-1B-71-90,AP4067-1B7190,10.228.2.127,fe80::d0f6:b626:6920:7e44,host/XJW374-01R.ds.mot.com,LAB-Wireless,157,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-22-20
CXB476-01,Intel Corp,A4-C4-94-C6-8A-40,84-24-8D-DF-7A-E4,AP4648-DF7AE4,10.228.28.237,fe80::65b2:9d88:6004:8805,host/CXB476-01.ds.mot.com,LAB-Wireless,157,ASIAZMY33,986,Unknown,eap,ccmp,74-67-F7-0A-B6-B0
(null),Intel Corp,A4-C4-94-C6-90-3F,84-24-8D-1B-74-CC,AP4484-1B74CC,0.0.0.0,N/A,,M-Guest,157,ASIAZCH141,164,Unknown,psk,ccmp,84-24-8D-41-FE-41
QRTP74-01,Intel Corp,A4-C4-94-C6-90-49,84-24-8D-1B-7B-B0,AP4077-1B7BB0,10.228.13.140,fe80::75f1:492b:f1b1:63cd,host/QRTP74-01.ds.mot.com,LAB-Wireless,36,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-40-57-20
MDJ873-01R,Intel Corp,A4-C4-94-C6-90-4E,84-24-8D-1B-72-0C,AP4108-1B720C,10.228.4.138,fe80::fd1e:c7cf:cd02:6e72,host/MDJ873-01R.ds.mot.com,LAB-Wireless,36,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-18-A0
CJQB63-01R,Intel Corp,A4-C4-94-C6-94-4A,84-24-8D-1B-82-D0,AP4124-1B82D0,10.228.0.29,fe80::94fd:55e7:efc7:e192,host/CJQB63-01R.ds.mot.com,LAB-Wireless,149,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-40-66-A0
MQFP34-01R,Intel Corp,A4-C4-94-C6-94-59,84-24-8D-1B-77-3C,AP4073-1B773C,10.228.9.74,fe80::b826:91d4:2b0d:450d,host/MQFP34-01R.ds.mot.com,LAB-Wireless,44,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-09-60
RWXH48-01R,Intel Corp,A4-C4-94-C6-A7-F0,84-24-8D-1B-7A-CC,AP4075-1B7ACC,10.228.3.40,fe80::511:2433:53ff:623d,host/RWXH48-01R.ds.mot.com,LAB-Wireless,44,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-40-13-D0
RCXB43-01R,Intel Corp,A4-C4-94-C6-A7-FA,84-24-8D-1B-76-0C,AP4060-1B760C,10.228.7.47,fe80::3c4b:1e66:7aec:1459,host/RCXB43-01R.ds.mot.com,LAB-Wireless,44,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-29-F0
CWT015-03,Intel Corp,A4-C4-94-C6-B1-D7,84-24-8D-1B-79-00,AP4099-1B7900,10.228.18.135,fe80::7832:ce47:1252:2a65,host/CWT015-03.ds.mot.com,LAB-Wireless,149,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-41-E8-E0
W60002-71,Intel Corp,A4-C4-94-C6-B7-90,84-24-8D-1B-01-88,AP1159-1B0188,10.13.36.187,fe80::c192:cf81:22d:8b66,host/W60002-71.ds.mot.com,LAB-Wireless,36,AMERGA31,986,Unknown,eap,ccmp,84-24-8D-3F-3C-80
KFC384-LOAN01,Intel Corp,A4-C4-94-C6-BB-A0,84-24-8D-1B-7A-D0,AP4141-1B7AD0,10.228.29.3,fe80::418b:558e:6b17:9d9c,host/KFC384-LOAN01.ds.mot.com,LAB-Wireless,157,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-57-10
CHI002-02,Intel Corp,A4-C4-94-C6-BF-E2,84-24-8D-1B-78-BC,AP4174-1B78BC,10.228.8.109,fe80::8dd5:21d9:9ef4:86fd,host/CHI002-02.ds.mot.com,LAB-Wireless,44,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-41-EC-B0
KPC368-02,Intel Corp,A4-C4-94-C6-BF-EC,84-24-8D-1B-7E-50,AP4140-1B7E50,10.228.30.53,fe80::7dab:8173:bb79:6d57,host/KPC368-02.ds.mot.com,LAB-Wireless,36,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-44-C0
CPG033-02,Intel Corp,A4-C4-94-C6-C0-05,84-24-8D-1B-75-40,AP4175-1B7540,10.228.17.83,fe80::3cc6:efc2:e9f:2dfc,host/CPG033-02.ds.mot.com,LAB-Wireless,149,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-0F-20
DJGK87-06,Intel Corp,A4-C4-94-C6-C0-0F,84-24-8D-1B-78-38,AP4156-1B7838,10.228.13.7,fe80::598c:24be:69c:d84c,host/DJGK87-06.ds.mot.com,LAB-Wireless,149,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-2D-E0
CFDT36-04,Intel Corp,A4-C4-94-C6-C0-1E,84-24-8D-1B-72-38,AP4111-1B7238,10.228.11.93,fe80::49fd:ddea:3654:7832,host/CFDT36-04.ds.mot.com,LAB-Wireless,36,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-0F-90
RVQT84-02,Intel Corp,A4-C4-94-C6-C0-32,84-24-8D-DF-7A-E4,AP4648-DF7AE4,10.228.19.46,fe80::a58f:2fd0:33ca:54e6,host/RVQT84-02.ds.mot.com,LAB-Wireless,6,ASIAZMY33,986,Unknown,eap,ccmp,74-67-F7-08-EA-20
VRCN36-01,Intel Corp,A4-C4-94-C6-C0-46,84-24-8D-1B-72-70,AP4074-1B7270,10.228.25.27,fe80::2da8:318f:8adf:b19f,host/VRCN36-01.ds.mot.com,LAB-Wireless,149,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-1B-10
DKBV64-05,Intel Corp,A4-C4-94-C6-C0-55,84-24-8D-1B-72-C8,AP4103-1B72C8,10.228.9.233,fe80::f807:47c4:18a4:85f7,host/DKBV64-05.ds.mot.com,LAB-Wireless,44,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-23-50
CBDT67-02,Intel Corp,A4-C4-94-C6-C0-69,84-24-8D-1B-83-34,AP4132-1B8334,10.228.17.211,fe80::9d69:7d67:3b5b:e937,host/CBDT67-02.ds.mot.com,LAB-Wireless,149,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-64-40
CTS098-04,Intel Corp,A4-C4-94-C6-C0-6E,84-24-8D-DF-7A-E4,AP4648-DF7AE4,10.228.22.208,fe80::a045:cf0:e99b:f69f,host/CTS098-04.ds.mot.com,LAB-Wireless,157,ASIAZMY33,986,Unknown,eap,ccmp,74-67-F7-0A-B6-B0
BVPF73-03,Intel Corp,A4-C4-94-C6-C0-73,84-24-8D-1B-73-F0,AP4134-1B73F0,10.228.23.175,fe80::ed10:fde8:9fd5:aa34,host/BVPF73-03.ds.mot.com,LAB-Wireless,157,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-41-FC-50
CTS021-12,Intel Corp,A4-C4-94-C6-C1-A4,84-24-8D-1A-20-60,AP4605-1A2060-ZMY18,10.228.112.29,fe80::9de:889:8fa0:388f,host/CTS021-12.ds.mot.com,LAB-Wireless,36,ASIAZMY18,986,Unknown,eap,ccmp,84-24-8D-38-07-20
GJDW68-ZB15G2,Intel Corp,A4-C4-94-C6-C2-0D,84-24-8D-1A-FE-D0,AP0010-1AFED0,10.2.112.243,fe80::55b5:1784:e1d9:281b,host/GJDW68-ZB15G2.ds.mot.com,LAB-Wireless,44,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3F-3E-20
NQMR37-03,Intel Corp,A4-C4-94-C6-C3-C0,84-24-8D-1B-77-B4,AP4102-1B77B4,10.228.14.5,fe80::c4e7:e6a5:c6f0:76e9,host/NQMR37-03.ds.mot.com,LAB-Wireless,157,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-1C-C0
TQW367-01,Intel Corp,A4-C4-94-C6-C3-CF,84-24-8D-1B-78-38,AP4156-1B7838,10.228.9.170,fe80::2002:2705:2e00:4d2f,host/TQW367-01.ds.mot.com,LAB-Wireless,149,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-2D-E0
PQK874-02,Intel Corp,A4-C4-94-C6-C3-E3,84-24-8D-1B-7E-50,AP4140-1B7E50,10.228.16.245,fe80::44a1:4899:786e:a321,host/PQK874-02.ds.mot.com,LAB-Wireless,36,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-44-C0
TNKP73-02,Intel Corp,A4-C4-94-C6-CB-22,84-24-8D-1B-7B-98,AP4142-1B7B98,10.228.9.102,fe80::1157:91bc:ab14:31c5,host/TNKP73-02.ds.mot.com,LAB-Wireless,1,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-40-ED-40
ATEAUTO-08R,Intel Corp,A4-C4-94-C6-CB-90,84-24-8D-1B-7B-2C,AP4090-1B7B2C,10.228.8.18,fe80::d468:9d2a:37c6:2c80,host/ATEAUTO-08R.ds.mot.com,LAB-Wireless,44,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-40-12-E0
MWH468-01,Intel Corp,A4-C4-94-C6-CB-AE,84-24-8D-1B-78-58,AP4153-1B7858,10.228.9.49,fe80::f594:dda8:4fd0:10ca,host/MWH468-01.ds.mot.com,LAB-Wireless,36,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-30-60
CDWV87-01,Intel Corp,A4-C4-94-C6-CB-DB,84-24-8D-1B-73-34,AP4286-1B7334,10.228.27.204,N/A,host/CDWV87-01.ds.mot.com,LAB-Wireless,157,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-42-23-E0
agm038-01,Intel Corp,A4-C4-94-C8-F0-7D,84-24-8D-19-63-D0,AP3362-1963D0,10.171.85.206,N/A,host/AGM038-01.ds.mot.com,LAB-Wireless,1,EMEAZPL17,986,Unknown,eap,ccmp,84-24-8D-32-C1-50
(null),Intel Corp,A4-C4-94-C8-F1-09,84-24-8D-1B-83-04,AP4197-1B7660,0.0.0.0,N/A,,M-Guest,11,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-41-27-21
HUAWEI_Mate_9-6f...,Huawei Tech Co,A4-CA-A0-0C-52-CC,84-24-8D-1B-72-38,AP4139-1B7E58,150.130.69.213,N/A,,M-Guest,11,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-00-81
(null),Huawei Tech Co,A4-CA-A0-34-6C-B0,84-24-8D-1B-7F-BC,AP4328-1B7FBC,0.0.0.0,N/A,,M-Guest,11,ASIAZMY11,164,Unknown,psk,ccmp,84-24-8D-3F-E1-E1
HUAWEI_Mate_9-a7...,Huawei Tech Co,A4-CA-A0-34-FF-EA,84-24-8D-1B-81-F8,AP4180-1B81F8,150.130.68.11,N/A,,M-Guest,157,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-41-F4-61
HUAWEI_Mate_9-d0...,Huawei Tech Co,A4-CA-A0-35-00-D9,84-24-8D-1B-82-84,AP4162-1B8284,150.130.68.154,N/A,,M-Guest,6,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-D1-C1
HUAWEI_Mate_9-53...,Huawei Tech Co,A4-CA-A0-BD-3A-CB,84-24-8D-1B-7D-BC,AP4122-1B7DBC,150.130.69.230,N/A,,M-Guest,44,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-73-01
honor_5A,Huawei Tech Co,A4-CA-A0-BE-40-32,84-24-8D-1B-7F-7C,AP4167-1B7F7C,150.130.67.59,N/A,,M-Guest,11,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-D8-F1
Honor_8,Huawei Tech Co,A4-CA-A0-D1-02-2D,84-24-8D-1A-F5-B0,AP0071-1AF5B0,150.130.1.146,N/A,,M-Guest,6,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3E-25-51
(null),Huawei Tech Co,A4-CA-A0-DD-89-F8,84-24-8D-1B-81-B8,AP4224-1B81B8,0.0.0.0,N/A,,M-Guest,44,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-41-F3-A1
Marks-Air,Apple Inc,A4-D1-8C-D3-AA-26,84-24-8D-1A-FB-44,AP2305-1AFB44,10.10.20.138,fe80::a6d1:8cff:fed3:aa26,mgia0235@motorolasolutions.com,LAB-Wireless,149,AMERIL156,986,Unknown,eap,ccmp,84-24-8D-3E-F6-40
(null),Apple Inc,A4-D1-8C-DC-BC-98,84-24-8D-19-E2-88,AP0117-19E288,0.0.0.0,N/A,,M-Guest,149,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-37-B7-21
mac1s-Air,Apple Inc,A4-D1-8C-EC-65-E0,84-24-8D-1B-01-44,AP2329-1B0144,10.10.23.34,N/A,BWK364@motorolasolutions.com,LAB-Wireless,132,AMERIL156,986,Unknown,eap,ccmp,84-24-8D-3F-37-30
A4D5784412E6-mys...,Texas Inst,A4-D5-78-44-12-E6,84-24-8D-DF-66-64,AP3494-DF6664,150.130.104.189,N/A,,Space Reserve,11,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-09-32-42
A4D5784454A3-mys...,Texas Inst,A4-D5-78-44-54-A3,84-24-8D-DF-66-34,AP3490-DF6634,150.130.100.23,N/A,,Space Reserve,6,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DB-42
A4D5784454D2-mys...,Texas Inst,A4-D5-78-44-54-D2,84-24-8D-1A-2E-E4,AP3252-1A2EE4,150.130.97.205,N/A,,Space Reserve,11,EMEAZUK120,164,Unknown,psk,ccmp,84-24-8D-38-F5-62
A4D5784454F0-mys...,Texas Inst,A4-D5-78-44-54-F0,84-24-8D-DF-66-64,AP3494-DF6664,150.130.105.10,N/A,,Space Reserve,11,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-09-32-42
A4D5784455DA-mys...,Texas Inst,A4-D5-78-44-55-DA,84-24-8D-DF-66-64,AP3494-DF6664,150.130.98.119,N/A,,Space Reserve,11,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-09-32-42
DESKTOP-6DK4A4V,Lite-On Tech,A4-DB-30-98-4F-D2,B8-50-01-17-66-ED,AP3821-1766ED,150.130.98.209,fe80::95bd:7836:4ac5:ca57,,M-Guest,11,EMEAZUK107,164,Unknown,psk,ccmp,B8-50-01-0B-5E-21
BLACKBERRY-12C6,A4-E4-B8,A4-E4-B8-37-CA-DD,84-24-8D-1B-81-F8,AP4180-1B81F8,150.130.68.229,fe80::a6e4:b8ff:fe37:cadd,,M-Guest,157,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-41-F4-61
BLACKBERRY-7B0E,A4-E4-B8,A4-E4-B8-48-AA-F0,84-24-8D-1A-FC-58,AP1101-1AFC58,150.130.3.181,fe80::a6e4:b8ff:fe48:aaf0,,M-Guest,6,AMERWA25,164,Unknown,psk,ccmp,84-24-8D-3E-26-11
(null),A4-E4-B8,A4-E4-B8-93-AF-91,84-24-8D-1B-85-F8,AP3089-1B85F8,0.0.0.0,N/A,,M-Guest,11,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-3F-FE-41
(null),A4-E4-B8,A4-E4-B8-93-BC-95,84-24-8D-1B-7A-D8,AP4381-1B7AD8-ZHK47,0.0.0.0,N/A,,M-Guest,11,ASIAZHK47,164,Unknown,psk,ccmp,84-24-8D-40-F5-31
A4-E4-B8-AD-79-39,A4-E4-B8,A4-E4-B8-AD-79-39,84-24-8D-1A-08-78,AP0190-1A0878,150.130.6.224,N/A,,M-Guest,6,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-37-E3-B1
Karthiks-iPhone,A4-E9-75,A4-E9-75-4E-D2-25,84-24-8D-1B-01-BC,AP2359-1B01BC,150.130.3.70,fe80::1039:f628:3363:3b30,,M-Guest,1,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3E-BB-A1
Carloss-iPad,A4-E9-75,A4-E9-75-DE-5B-2F,84-24-8D-1A-FE-48,AP2185-1AFE48,150.130.34.32,fe80::442:3ec3:6a74:16,,M-Guest,1,AMERIL157,164,Unknown,psk,ccmp,84-24-8D-3E-E9-71
yusakuiPhoneSE5,Apple Inc,A4-F1-E8-1B-30-49,84-24-8D-1B-73-70,AP4165-1B7370,150.130.66.39,fe80::1cd4:7f05:c8dd:3efe,,M-Guest,11,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-9B-71
iPhonedFrederic,Apple Inc,A4-F1-E8-1B-FA-60,84-24-8D-1B-87-90,AP3155-1B8790,150.130.104.199,fe80::1470:9d22:a838:32f8,,M-Guest,6,EMEAZWG39,164,Unknown,psk,ccmp,84-24-8D-40-D2-81
iPad-6,Apple Inc,A4-F1-E8-9C-51-B9,84-24-8D-1A-2E-58,AP3249-1A2E58-ZUK120,150.130.102.96,fe80::18f5:ba37:ce53:97c8,,M-Guest,36,EMEAZUK120,164,Unknown,psk,ccmp,84-24-8D-38-35-51
KEITHs-iPad-Pro,Apple Inc,A4-F1-E8-B4-BD-46,84-24-8D-1B-76-94,AP4541-1B7694,150.130.120.97,fe80::8b2:43c0:bffc:6beb,,M-Guest,6,ASIAZAS31,164,Unknown,psk,ccmp,84-24-8D-40-F9-01
Juans-MBP,Apple Inc,A4-F1-E8-D5-D1-A0,84-24-8D-1B-7F-D0,AP4505-1B7FD0-ZAR06,150.130.47.116,fe80::a6f1:e8ff:fed5:d1a0,,M-Guest,157,AMERZAR06,164,Unknown,psk,ccmp,84-24-8D-40-6C-81
Katies-iPhone,Apple Inc,A4-F1-E8-E9-9E-FA,B8-50-01-17-67-29,AP3823-176729,150.130.103.108,fe80::1ce8:293f:1bfc:56b1,,M-Guest,1,EMEAZUK107,164,Unknown,psk,ccmp,B8-50-01-0B-95-21
zdk02-4f97,A6-F8-89,A6-F8-89-3D-AC-B6,84-24-8D-1A-2F-94,AP3265-1A2F94,10.172.10.233,fe80::4cce:c72b:734c:253d,host/zdk02-4f97.ds.mot.com,LAB-Wireless,36,EMEAZDK02,986,Unknown,eap,ccmp,84-24-8D-39-46-B0
(null),A8-0C-63,A8-0C-63-1B-E0-E1,84-24-8D-1B-7D-98,AP4203-1B7D98,0.0.0.0,N/A,,M-Guest,149,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-6D-C1
(null),A8-0C-63,A8-0C-63-26-73-3A,84-24-8D-DF-8B-7C,AP4674-DF8B7C,0.0.0.0,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,74-67-F7-09-F9-01
HUAWEI_P10_Plus-...,A8-0C-63,A8-0C-63-2E-F0-D4,84-24-8D-1B-81-F8,AP4180-1B81F8,150.130.65.114,N/A,,M-Guest,157,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-41-F4-61
(null),A8-0C-63,A8-0C-63-2E-FE-4D,84-24-8D-DF-7A-B4,AP4647-DF7AB4,0.0.0.0,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,74-67-F7-09-B7-51
HUAWEI_P10_Plus-...,A8-0C-63,A8-0C-63-2F-00-05,84-24-8D-1B-81-F8,AP4180-1B81F8,150.130.66.244,N/A,,M-Guest,11,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-D2-01
Honor_9-29c0170a...,A8-0C-63,A8-0C-63-4F-FF-57,84-24-8D-84-1C-5C,AP3504-841C5C,150.130.80.97,fe80::aa0c:63ff:fe4f:ff57,,M-Guest,36,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-9D-F8-81
(null),A8-0C-63,A8-0C-63-55-8A-E3,84-24-8D-1B-87-0C,AP3078-1B870C,65.90.80.76,N/A,,M-Guest,6,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-40-CE-61
HUAWEI_nova_2i-e...,A8-0C-63,A8-0C-63-5B-27-AA,84-24-8D-1B-81-F8,AP4180-1B81F8,150.130.70.63,N/A,,M-Guest,11,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-D2-01
android-84664553...,A8-16-D0,A8-16-D0-59-9A-2F,84-24-8D-1B-7F-AC,AP4362-1B7FAC,150.130.124.44,N/A,,M-Guest,1,AMERZBR32,164,Unknown,psk,ccmp,84-24-8D-3F-F2-A1
Galaxy-J8,A8-16-D0,A8-16-D0-98-7A-3B,84-24-8D-1B-7F-AC,AP4362-1B7FAC,150.130.124.24,N/A,,M-Guest,1,AMERZBR32,164,Unknown,psk,ccmp,84-24-8D-3F-F2-A1
(null),A8-1B-5A,A8-1B-5A-43-35-22,84-24-8D-1B-79-70,AP4181-1B7970,0.0.0.0,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-DD-91
android-71a31920...,A8-1B-5A,A8-1B-5A-4C-75-17,84-24-8D-DF-7A-B4,AP4647-DF7AB4,150.130.64.252,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,74-67-F7-09-B7-51
A81B6A7C175A-mys...,Texas Inst,A8-1B-6A-7C-17-5A,84-24-8D-DF-66-3C,AP3492-DF663C,150.130.96.2,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DB-E2
A81B6A7C199E-mys...,Texas Inst,A8-1B-6A-7C-19-9E,84-24-8D-1A-2E-E4,AP3252-1A2EE4,150.130.97.13,N/A,,Space Reserve,11,EMEAZUK120,164,Unknown,psk,ccmp,84-24-8D-38-F5-62
A81B6A7C19C0-mys...,Texas Inst,A8-1B-6A-7C-19-C0,84-24-8D-1A-2E-E4,AP3252-1A2EE4,150.130.103.8,N/A,,Space Reserve,11,EMEAZUK120,164,Unknown,psk,ccmp,84-24-8D-38-F5-62
A81B6A7C19DE-mys...,Texas Inst,A8-1B-6A-7C-19-DE,84-24-8D-DF-66-64,AP3494-DF6664,150.130.100.3,N/A,,Space Reserve,11,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-09-32-42
A81B6A7C19E0-mys...,Texas Inst,A8-1B-6A-7C-19-E0,84-24-8D-1A-2F-70,AP3251-1A2F70,150.130.99.144,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,84-24-8D-38-F1-42
A81B6A7C1B5D-mys...,Texas Inst,A8-1B-6A-7C-1B-5D,84-24-8D-DF-66-4C,AP3493-DF664C,150.130.99.236,N/A,,Space Reserve,6,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DC-72
A81B6A7C1D15-mys...,Texas Inst,A8-1B-6A-7C-1D-15,84-24-8D-1A-2E-E4,AP3252-1A2EE4,150.130.100.64,N/A,,Space Reserve,11,EMEAZUK120,164,Unknown,psk,ccmp,84-24-8D-38-F5-62
A81B6A7C1D4E-mys...,Texas Inst,A8-1B-6A-7C-1D-4E,84-24-8D-DF-66-3C,AP3492-DF663C,150.130.96.121,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DB-E2
A81B6A7C1E8B-mys...,Texas Inst,A8-1B-6A-7C-1E-8B,84-24-8D-DF-66-4C,AP3493-DF664C,150.130.103.4,N/A,,Space Reserve,6,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DC-72
A81B6A7C1EE6-mys...,Texas Inst,A8-1B-6A-7C-1E-E6,84-24-8D-DF-66-38,AP3491-DF6638,150.130.96.169,N/A,,Space Reserve,6,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DC-42
A81B6A7C20CD-mys...,Texas Inst,A8-1B-6A-7C-20-CD,84-24-8D-DF-66-3C,AP3492-DF663C,150.130.98.41,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DB-E2
A81B6A7C20F7-mys...,Texas Inst,A8-1B-6A-7C-20-F7,84-24-8D-DF-66-38,AP3491-DF6638,150.130.98.233,N/A,,Space Reserve,6,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DC-42
A81B6A7C2203-mys...,Texas Inst,A8-1B-6A-7C-22-03,84-24-8D-DF-66-34,AP3490-DF6634,150.130.99.101,N/A,,Space Reserve,6,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DB-42
A81B6A7C2210-mys...,Texas Inst,A8-1B-6A-7C-22-10,84-24-8D-DF-66-4C,AP3493-DF664C,150.130.102.159,N/A,,Space Reserve,6,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DC-72
A81B6A7C2424-mys...,Texas Inst,A8-1B-6A-7C-24-24,84-24-8D-DF-66-64,AP3494-DF6664,150.130.103.251,N/A,,Space Reserve,11,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-09-32-42
A81B6A807789-mys...,Texas Inst,A8-1B-6A-80-77-89,84-24-8D-1A-2F-70,AP3251-1A2F70,150.130.97.225,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,84-24-8D-38-F1-42
A81B6A80779F-mys...,Texas Inst,A8-1B-6A-80-77-9F,84-24-8D-1A-2F-70,AP3251-1A2F70,150.130.101.197,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,84-24-8D-38-F1-42
A81B6A8077A2-mys...,Texas Inst,A8-1B-6A-80-77-A2,84-24-8D-DF-66-3C,AP3492-DF663C,150.130.102.243,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DB-E2
A81B6A8077C9-mys...,Texas Inst,A8-1B-6A-80-77-C9,84-24-8D-DF-66-3C,AP3492-DF663C,150.130.100.148,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DB-E2
A81B6A807952-mys...,Texas Inst,A8-1B-6A-80-79-52,84-24-8D-DF-66-3C,AP3492-DF663C,150.130.96.188,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DB-E2
A81B6A807958-mys...,Texas Inst,A8-1B-6A-80-79-58,84-24-8D-1A-2F-70,AP3251-1A2F70,150.130.99.27,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,84-24-8D-38-F1-42
A81B6A807E85-mys...,Texas Inst,A8-1B-6A-80-7E-85,84-24-8D-1A-2F-70,AP3251-1A2F70,150.130.103.10,N/A,,Space Reserve,1,EMEAZUK120,164,Unknown,psk,ccmp,84-24-8D-38-F1-42
A81B6A807EA6-mys...,Texas Inst,A8-1B-6A-80-7E-A6,84-24-8D-DF-66-38,AP3491-DF6638,150.130.96.85,N/A,,Space Reserve,6,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-08-DC-42
